======================================================
 量子ハンター (永続キャッシュ・等差アクセル総力戦仕様) Step: 0.01
 Device: cuda | Seed: 42 | Base LR: 1e-05
======================================================

Epoch    1 | Cost: 1.084773 | Acc: 33.33% (Best: 33.33% @ Ep1) | LR: 0.000010 | Rev: 0/99999
Epoch   22 | Cost: 1.068599 | Acc: 38.89% (Best: 38.89% @ Ep21) | LR: 0.000010 | Rev: 0/99999
Epoch   23 | Cost: 1.066037 | Acc: 41.67% (Best: 41.67% @ Ep23) | LR: 0.000010 | Rev: 0/99999
Epoch   24 | Cost: 1.067145 | Acc: 41.67% (Best: 41.67% @ Ep23) | LR: 0.000010 | Rev: 1/99999
Epoch   25 | Cost: 1.077060 | Acc: 41.67% (Best: 41.67% @ Ep23) | LR: 0.000010 | Rev: 2/99999
Epoch   26 | Cost: 1.074272 | Acc: 41.67% (Best: 41.67% @ Ep23) | LR: 0.000010 | Rev: 0/99999
Epoch   27 | Cost: 1.064177 | Acc: 41.67% (Best: 41.67% @ Ep23) | LR: 0.000010 | Rev: 0/99999
Epoch   28 | Cost: 1.066557 | Acc: 41.67% (Best: 41.67% @ Ep23) | LR: 0.000010 | Rev: 1/99999
Epoch   29 | Cost: 1.065217 | Acc: 41.67% (Best: 41.67% @ Ep23) | LR: 0.000010 | Rev: 0/99999
Epoch   30 | Cost: 1.064835 | Acc: 41.67% (Best: 41.67% @ Ep23) | LR: 0.000010 | Rev: 0/99999
Epoch   31 | Cost: 1.069989 | Acc: 41.67% (Best: 41.67% @ Ep23) | LR: 0.000010 | Rev: 1/99999
Epoch   32 | Cost: 1.068020 | Acc: 41.67% (Best: 41.67% @ Ep23) | LR: 0.000010 | Rev: 0/99999
Epoch   33 | Cost: 1.068798 | Acc: 41.67% (Best: 41.67% @ Ep23) | LR: 0.000010 | Rev: 1/99999
Epoch   34 | Cost: 1.073148 | Acc: 41.67% (Best: 41.67% @ Ep23) | LR: 0.000010 | Rev: 2/99999
Epoch   35 | Cost: 1.068693 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 0/99999
Epoch   36 | Cost: 1.064212 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 0/99999
Epoch   37 | Cost: 1.059284 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 0/99999
Epoch   38 | Cost: 1.065991 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 1/99999
Epoch   39 | Cost: 1.064424 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 0/99999
Epoch   40 | Cost: 1.060419 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 0/99999
Epoch   41 | Cost: 1.065116 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 1/99999
Epoch   42 | Cost: 1.052133 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 0/99999
Epoch   43 | Cost: 1.055569 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 1/99999
Epoch   44 | Cost: 1.060203 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 2/99999
Epoch   45 | Cost: 1.057412 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 0/99999
Epoch   46 | Cost: 1.060500 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 1/99999
Epoch   47 | Cost: 1.057150 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 0/99999
Epoch   48 | Cost: 1.057246 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 1/99999
Epoch   49 | Cost: 1.065631 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 2/99999
Epoch   50 | Cost: 1.057048 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 0/99999
Epoch   51 | Cost: 1.058526 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 1/99999
Epoch   52 | Cost: 1.059858 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 2/99999
Epoch   53 | Cost: 1.055644 | Acc: 44.44% (Best: 44.44% @ Ep35) | LR: 0.000010 | Rev: 0/99999
Epoch   54 | Cost: 1.059421 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch   55 | Cost: 1.053655 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   56 | Cost: 1.055550 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch   57 | Cost: 1.057662 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 2/99999
Epoch   58 | Cost: 1.057879 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 3/99999
Epoch   59 | Cost: 1.055801 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   60 | Cost: 1.055992 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch   61 | Cost: 1.050819 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   62 | Cost: 1.055815 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch   63 | Cost: 1.053701 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   64 | Cost: 1.046612 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   65 | Cost: 1.052902 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch   66 | Cost: 1.048713 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   67 | Cost: 1.058239 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch   68 | Cost: 1.053337 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   69 | Cost: 1.049552 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   70 | Cost: 1.047073 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   71 | Cost: 1.046124 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   72 | Cost: 1.040196 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   73 | Cost: 1.046886 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch   74 | Cost: 1.046112 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   75 | Cost: 1.050889 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch   76 | Cost: 1.041915 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   77 | Cost: 1.044540 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch   78 | Cost: 1.044731 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 2/99999
Epoch   79 | Cost: 1.048063 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 3/99999
Epoch   80 | Cost: 1.048304 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 4/99999
Epoch   81 | Cost: 1.037082 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   82 | Cost: 1.040894 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch   83 | Cost: 1.047599 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 2/99999
Epoch   84 | Cost: 1.038505 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   85 | Cost: 1.042498 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch   86 | Cost: 1.041144 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   87 | Cost: 1.043609 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch   88 | Cost: 1.040823 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   89 | Cost: 1.040707 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   90 | Cost: 1.040039 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   91 | Cost: 1.038991 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   92 | Cost: 1.040889 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch   93 | Cost: 1.041370 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 2/99999
Epoch   94 | Cost: 1.041320 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   95 | Cost: 1.034371 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   96 | Cost: 1.036315 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch   97 | Cost: 1.038020 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 2/99999
Epoch   98 | Cost: 1.036886 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   99 | Cost: 1.038528 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch  100 | Cost: 1.028042 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch  101 | Cost: 1.035531 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 1/99999
Epoch  102 | Cost: 1.027720 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch  103 | Cost: 1.024904 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch  104 | Cost: 1.042902 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000020 | Rev: 1/99999
Epoch  105 | Cost: 1.035209 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000020 | Rev: 0/99999
Epoch  106 | Cost: 1.026584 | Acc: 47.22% (Best: 47.22% @ Ep54) | LR: 0.000020 | Rev: 0/99999
Epoch  107 | Cost: 1.032814 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 1/99999
Epoch  108 | Cost: 1.028569 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 0/99999
Epoch  109 | Cost: 1.030346 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 1/99999
Epoch  110 | Cost: 1.033371 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 2/99999
Epoch  111 | Cost: 1.026886 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 0/99999
Epoch  112 | Cost: 1.026753 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 0/99999
Epoch  113 | Cost: 1.026110 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 0/99999
Epoch  114 | Cost: 1.034231 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 1/99999
Epoch  115 | Cost: 1.024067 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 0/99999
Epoch  116 | Cost: 1.019881 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 0/99999
Epoch  117 | Cost: 1.022517 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 1/99999
Epoch  118 | Cost: 1.026142 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 2/99999
Epoch  119 | Cost: 1.027027 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 3/99999
Epoch  120 | Cost: 1.026867 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 0/99999
Epoch  121 | Cost: 1.030364 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 1/99999
Epoch  122 | Cost: 1.029452 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 0/99999
Epoch  123 | Cost: 1.016039 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 0/99999
Epoch  124 | Cost: 1.027166 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 1/99999
Epoch  125 | Cost: 1.029434 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 2/99999
Epoch  126 | Cost: 1.016006 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 0/99999
Epoch  127 | Cost: 1.021946 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 1/99999
Epoch  128 | Cost: 1.014416 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 0/99999
Epoch  129 | Cost: 1.009370 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 0/99999
Epoch  130 | Cost: 1.016596 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 1/99999
Epoch  131 | Cost: 1.014335 | Acc: 52.78% (Best: 52.78% @ Ep107) | LR: 0.000010 | Rev: 0/99999
Epoch  132 | Cost: 1.019491 | Acc: 55.56% (Best: 55.56% @ Ep132) | LR: 0.000010 | Rev: 1/99999
Epoch  133 | Cost: 1.019814 | Acc: 55.56% (Best: 55.56% @ Ep132) | LR: 0.000010 | Rev: 2/99999
Epoch  134 | Cost: 1.010231 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 0/99999
Epoch  135 | Cost: 1.011511 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 1/99999
Epoch  136 | Cost: 1.010930 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 0/99999
Epoch  137 | Cost: 1.021209 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 1/99999
Epoch  138 | Cost: 1.021317 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 2/99999
Epoch  139 | Cost: 1.019048 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 0/99999
Epoch  140 | Cost: 1.013570 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 0/99999
Epoch  141 | Cost: 1.015150 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 1/99999
Epoch  142 | Cost: 1.014078 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 0/99999
Epoch  143 | Cost: 1.015954 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 1/99999
Epoch  144 | Cost: 1.017408 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 2/99999
Epoch  145 | Cost: 1.012813 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 0/99999
Epoch  146 | Cost: 1.015382 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 1/99999
Epoch  147 | Cost: 1.009753 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 0/99999
Epoch  148 | Cost: 1.013421 | Acc: 58.33% (Best: 58.33% @ Ep134) | LR: 0.000010 | Rev: 1/99999
Epoch  149 | Cost: 1.008722 | Acc: 61.11% (Best: 61.11% @ Ep149) | LR: 0.000010 | Rev: 0/99999
Epoch  150 | Cost: 1.009054 | Acc: 63.89% (Best: 63.89% @ Ep150) | LR: 0.000010 | Rev: 1/99999
Epoch  151 | Cost: 1.016166 | Acc: 63.89% (Best: 63.89% @ Ep150) | LR: 0.000010 | Rev: 2/99999
Epoch  152 | Cost: 1.009227 | Acc: 63.89% (Best: 63.89% @ Ep150) | LR: 0.000010 | Rev: 0/99999
Epoch  153 | Cost: 1.011061 | Acc: 63.89% (Best: 63.89% @ Ep150) | LR: 0.000010 | Rev: 1/99999
Epoch  154 | Cost: 1.013931 | Acc: 63.89% (Best: 63.89% @ Ep150) | LR: 0.000010 | Rev: 2/99999
Epoch  155 | Cost: 1.007313 | Acc: 63.89% (Best: 63.89% @ Ep150) | LR: 0.000010 | Rev: 0/99999
Epoch  156 | Cost: 1.012000 | Acc: 63.89% (Best: 63.89% @ Ep150) | LR: 0.000010 | Rev: 1/99999
Epoch  157 | Cost: 1.005842 | Acc: 63.89% (Best: 63.89% @ Ep150) | LR: 0.000010 | Rev: 0/99999
Epoch  158 | Cost: 1.001403 | Acc: 63.89% (Best: 63.89% @ Ep150) | LR: 0.000010 | Rev: 0/99999
Epoch  159 | Cost: 1.002066 | Acc: 63.89% (Best: 63.89% @ Ep150) | LR: 0.000010 | Rev: 1/99999
Epoch  160 | Cost: 1.011234 | Acc: 63.89% (Best: 63.89% @ Ep150) | LR: 0.000010 | Rev: 2/99999
Epoch  161 | Cost: 1.009538 | Acc: 63.89% (Best: 63.89% @ Ep150) | LR: 0.000010 | Rev: 0/99999
Epoch  162 | Cost: 1.006442 | Acc: 63.89% (Best: 63.89% @ Ep150) | LR: 0.000010 | Rev: 0/99999
Epoch  163 | Cost: 1.006982 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 1/99999
Epoch  164 | Cost: 1.010895 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 2/99999
Epoch  165 | Cost: 1.005566 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 0/99999
Epoch  166 | Cost: 1.000267 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 0/99999
Epoch  167 | Cost: 0.999107 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 0/99999
Epoch  168 | Cost: 1.001708 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 1/99999
Epoch  169 | Cost: 1.001380 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 0/99999
Epoch  170 | Cost: 1.002704 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 1/99999
Epoch  171 | Cost: 1.006219 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 2/99999
Epoch  172 | Cost: 1.002092 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 0/99999
Epoch  173 | Cost: 1.005819 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 1/99999
Epoch  174 | Cost: 1.002615 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 0/99999
Epoch  175 | Cost: 1.000724 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 0/99999
Epoch  176 | Cost: 0.994918 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 0/99999
Epoch  177 | Cost: 0.999484 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 1/99999
Epoch  178 | Cost: 0.997798 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 0/99999
Epoch  179 | Cost: 1.000491 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 1/99999
Epoch  180 | Cost: 0.992549 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 0/99999
Epoch  181 | Cost: 0.987307 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 0/99999
Epoch  182 | Cost: 0.996405 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 1/99999
Epoch  183 | Cost: 0.994604 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 0/99999
Epoch  184 | Cost: 0.998201 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 1/99999
Epoch  185 | Cost: 0.999719 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 2/99999
Epoch  186 | Cost: 0.994330 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 0/99999
Epoch  187 | Cost: 0.992105 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 0/99999
Epoch  188 | Cost: 0.997371 | Acc: 66.67% (Best: 66.67% @ Ep163) | LR: 0.000010 | Rev: 1/99999
Epoch  189 | Cost: 0.997876 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 2/99999
Epoch  190 | Cost: 0.999279 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 3/99999
Epoch  191 | Cost: 0.994072 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
Epoch  192 | Cost: 0.996150 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 1/99999
Epoch  193 | Cost: 0.992144 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
Epoch  194 | Cost: 0.992209 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 1/99999
Epoch  195 | Cost: 0.990258 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
Epoch  196 | Cost: 0.989887 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
Epoch  197 | Cost: 0.987284 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
Epoch  198 | Cost: 0.993193 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 1/99999
Epoch  199 | Cost: 0.984103 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
Epoch  200 | Cost: 0.999123 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 1/99999
Epoch  201 | Cost: 0.989422 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
Epoch  202 | Cost: 0.988589 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
Epoch  203 | Cost: 0.994200 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 1/99999
Epoch  204 | Cost: 0.988945 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
Epoch  205 | Cost: 0.984800 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
Epoch  206 | Cost: 0.982893 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
Epoch  207 | Cost: 0.989718 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 1/99999
Epoch  208 | Cost: 0.981219 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
Epoch  209 | Cost: 0.980093 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
Epoch  210 | Cost: 0.990504 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 1/99999
Epoch  211 | Cost: 0.983464 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
Epoch  212 | Cost: 0.974286 | Acc: 69.44% (Best: 69.44% @ Ep189) | LR: 0.000010 | Rev: 0/99999
