======================================================
 量子ハンター (永続キャッシュ・等差アクセル総力戦仕様) Step: 0.01
 Device: cuda | Seed: 42 | Base LR: 1e-05
======================================================

Epoch    1 | Cost: 2.303704 | Acc: 11.39% (Best: 11.39% @ Ep1) | LR: 0.000010 | Rev: 0/99999
Epoch   30 | Cost: 2.273959 | Acc: 35.28% (Best: 35.28% @ Ep30) | LR: 0.000010 | Rev: 0/99999
Epoch   31 | Cost: 2.274916 | Acc: 37.22% (Best: 37.22% @ Ep31) | LR: 0.000010 | Rev: 1/99999
Epoch   32 | Cost: 2.271460 | Acc: 37.78% (Best: 37.78% @ Ep32) | LR: 0.000010 | Rev: 0/99999
Epoch   33 | Cost: 2.272053 | Acc: 37.78% (Best: 37.78% @ Ep32) | LR: 0.000010 | Rev: 1/99999
Epoch   34 | Cost: 2.271522 | Acc: 37.78% (Best: 37.78% @ Ep32) | LR: 0.000010 | Rev: 0/99999
Epoch   35 | Cost: 2.271237 | Acc: 37.78% (Best: 37.78% @ Ep32) | LR: 0.000010 | Rev: 0/99999
Epoch   36 | Cost: 2.269007 | Acc: 39.17% (Best: 39.17% @ Ep36) | LR: 0.000010 | Rev: 0/99999
Epoch   37 | Cost: 2.266428 | Acc: 39.72% (Best: 39.72% @ Ep37) | LR: 0.000010 | Rev: 0/99999
Epoch   38 | Cost: 2.266301 | Acc: 40.28% (Best: 40.28% @ Ep38) | LR: 0.000010 | Rev: 0/99999
Epoch   39 | Cost: 2.266791 | Acc: 40.28% (Best: 40.28% @ Ep38) | LR: 0.000010 | Rev: 1/99999
Epoch   40 | Cost: 2.264118 | Acc: 41.39% (Best: 41.39% @ Ep40) | LR: 0.000010 | Rev: 0/99999
Epoch   41 | Cost: 2.264533 | Acc: 41.39% (Best: 41.39% @ Ep40) | LR: 0.000010 | Rev: 1/99999
Epoch   42 | Cost: 2.262764 | Acc: 40.56% (Best: 41.39% @ Ep40) | LR: 0.000010 | Rev: 0/99999
Epoch   43 | Cost: 2.261276 | Acc: 41.67% (Best: 41.67% @ Ep43) | LR: 0.000010 | Rev: 0/99999
Epoch   44 | Cost: 2.260352 | Acc: 41.94% (Best: 41.94% @ Ep44) | LR: 0.000010 | Rev: 0/99999
Epoch   45 | Cost: 2.259337 | Acc: 41.94% (Best: 41.94% @ Ep44) | LR: 0.000010 | Rev: 0/99999
Epoch   46 | Cost: 2.258849 | Acc: 41.94% (Best: 41.94% @ Ep44) | LR: 0.000010 | Rev: 0/99999
Epoch   47 | Cost: 2.258691 | Acc: 41.94% (Best: 41.94% @ Ep44) | LR: 0.000010 | Rev: 0/99999
Epoch   48 | Cost: 2.256781 | Acc: 42.22% (Best: 42.22% @ Ep48) | LR: 0.000010 | Rev: 0/99999
Epoch   49 | Cost: 2.256132 | Acc: 41.94% (Best: 42.22% @ Ep48) | LR: 0.000010 | Rev: 0/99999
Epoch   50 | Cost: 2.255552 | Acc: 41.94% (Best: 42.22% @ Ep48) | LR: 0.000010 | Rev: 0/99999
Epoch   51 | Cost: 2.253485 | Acc: 42.50% (Best: 42.50% @ Ep51) | LR: 0.000010 | Rev: 0/99999
Epoch   52 | Cost: 2.251613 | Acc: 42.78% (Best: 42.78% @ Ep52) | LR: 0.000010 | Rev: 0/99999
Epoch   53 | Cost: 2.252560 | Acc: 42.78% (Best: 42.78% @ Ep52) | LR: 0.000010 | Rev: 1/99999
Epoch   54 | Cost: 2.250194 | Acc: 43.33% (Best: 43.33% @ Ep54) | LR: 0.000010 | Rev: 0/99999
Epoch   55 | Cost: 2.249028 | Acc: 43.61% (Best: 43.61% @ Ep55) | LR: 0.000010 | Rev: 0/99999
Epoch   56 | Cost: 2.247596 | Acc: 43.89% (Best: 43.89% @ Ep56) | LR: 0.000010 | Rev: 0/99999
Epoch   57 | Cost: 2.247345 | Acc: 43.61% (Best: 43.89% @ Ep56) | LR: 0.000010 | Rev: 0/99999
Epoch   58 | Cost: 2.247335 | Acc: 44.17% (Best: 44.17% @ Ep58) | LR: 0.000010 | Rev: 0/99999
Epoch   59 | Cost: 2.245039 | Acc: 43.89% (Best: 44.17% @ Ep58) | LR: 0.000010 | Rev: 0/99999
Epoch   60 | Cost: 2.244264 | Acc: 43.61% (Best: 44.17% @ Ep58) | LR: 0.000010 | Rev: 0/99999
Epoch   61 | Cost: 2.243410 | Acc: 44.17% (Best: 44.17% @ Ep58) | LR: 0.000010 | Rev: 0/99999
Epoch   62 | Cost: 2.243092 | Acc: 44.17% (Best: 44.17% @ Ep58) | LR: 0.000010 | Rev: 0/99999
Epoch   63 | Cost: 2.238973 | Acc: 44.44% (Best: 44.44% @ Ep63) | LR: 0.000010 | Rev: 0/99999
Epoch   64 | Cost: 2.241313 | Acc: 44.72% (Best: 44.72% @ Ep64) | LR: 0.000010 | Rev: 1/99999
Epoch   65 | Cost: 2.240269 | Acc: 44.44% (Best: 44.72% @ Ep64) | LR: 0.000010 | Rev: 0/99999
Epoch   66 | Cost: 2.238964 | Acc: 44.44% (Best: 44.72% @ Ep64) | LR: 0.000010 | Rev: 0/99999
Epoch   67 | Cost: 2.235496 | Acc: 44.72% (Best: 44.72% @ Ep64) | LR: 0.000010 | Rev: 0/99999
Epoch   68 | Cost: 2.236608 | Acc: 44.44% (Best: 44.72% @ Ep64) | LR: 0.000010 | Rev: 1/99999
Epoch   69 | Cost: 2.236790 | Acc: 44.44% (Best: 44.72% @ Ep64) | LR: 0.000010 | Rev: 2/99999
Epoch   70 | Cost: 2.236375 | Acc: 44.44% (Best: 44.72% @ Ep64) | LR: 0.000010 | Rev: 0/99999
Epoch   71 | Cost: 2.233296 | Acc: 44.72% (Best: 44.72% @ Ep64) | LR: 0.000010 | Rev: 0/99999
Epoch   72 | Cost: 2.231955 | Acc: 45.00% (Best: 45.00% @ Ep72) | LR: 0.000010 | Rev: 0/99999
Epoch   73 | Cost: 2.231023 | Acc: 44.72% (Best: 45.00% @ Ep72) | LR: 0.000010 | Rev: 0/99999
Epoch   74 | Cost: 2.231496 | Acc: 45.00% (Best: 45.00% @ Ep72) | LR: 0.000010 | Rev: 1/99999
Epoch   75 | Cost: 2.229276 | Acc: 44.72% (Best: 45.00% @ Ep72) | LR: 0.000010 | Rev: 0/99999
Epoch   76 | Cost: 2.228738 | Acc: 45.00% (Best: 45.00% @ Ep72) | LR: 0.000010 | Rev: 0/99999
Epoch   77 | Cost: 2.228502 | Acc: 45.56% (Best: 45.56% @ Ep77) | LR: 0.000010 | Rev: 0/99999
Epoch   78 | Cost: 2.225060 | Acc: 45.56% (Best: 45.56% @ Ep77) | LR: 0.000010 | Rev: 0/99999
Epoch   79 | Cost: 2.223314 | Acc: 45.83% (Best: 45.83% @ Ep79) | LR: 0.000010 | Rev: 0/99999
Epoch   80 | Cost: 2.224755 | Acc: 46.11% (Best: 46.11% @ Ep80) | LR: 0.000010 | Rev: 1/99999
Epoch   81 | Cost: 2.223239 | Acc: 45.83% (Best: 46.11% @ Ep80) | LR: 0.000010 | Rev: 0/99999
Epoch   82 | Cost: 2.219108 | Acc: 45.83% (Best: 46.11% @ Ep80) | LR: 0.000010 | Rev: 0/99999
Epoch   83 | Cost: 2.221776 | Acc: 46.11% (Best: 46.11% @ Ep80) | LR: 0.000010 | Rev: 1/99999
Epoch   84 | Cost: 2.220458 | Acc: 46.39% (Best: 46.39% @ Ep84) | LR: 0.000010 | Rev: 0/99999
Epoch   85 | Cost: 2.218432 | Acc: 46.94% (Best: 46.94% @ Ep85) | LR: 0.000010 | Rev: 0/99999
Epoch   86 | Cost: 2.215949 | Acc: 46.94% (Best: 46.94% @ Ep85) | LR: 0.000010 | Rev: 0/99999
Epoch   87 | Cost: 2.216793 | Acc: 47.22% (Best: 47.22% @ Ep87) | LR: 0.000010 | Rev: 1/99999
Epoch   88 | Cost: 2.215957 | Acc: 47.22% (Best: 47.22% @ Ep87) | LR: 0.000010 | Rev: 0/99999
Epoch   89 | Cost: 2.213719 | Acc: 47.50% (Best: 47.50% @ Ep89) | LR: 0.000010 | Rev: 0/99999
Epoch   90 | Cost: 2.211886 | Acc: 48.06% (Best: 48.06% @ Ep90) | LR: 0.000010 | Rev: 0/99999
Epoch   91 | Cost: 2.211425 | Acc: 47.78% (Best: 48.06% @ Ep90) | LR: 0.000010 | Rev: 0/99999
Epoch   92 | Cost: 2.212226 | Acc: 47.78% (Best: 48.06% @ Ep90) | LR: 0.000010 | Rev: 1/99999
Epoch   93 | Cost: 2.209145 | Acc: 48.06% (Best: 48.06% @ Ep90) | LR: 0.000010 | Rev: 0/99999
Epoch   94 | Cost: 2.210062 | Acc: 48.06% (Best: 48.06% @ Ep90) | LR: 0.000010 | Rev: 1/99999
Epoch   95 | Cost: 2.210054 | Acc: 48.89% (Best: 48.89% @ Ep95) | LR: 0.000010 | Rev: 0/99999
Epoch   96 | Cost: 2.206795 | Acc: 48.89% (Best: 48.89% @ Ep95) | LR: 0.000010 | Rev: 0/99999
Epoch   97 | Cost: 2.207032 | Acc: 49.44% (Best: 49.44% @ Ep97) | LR: 0.000010 | Rev: 1/99999
Epoch   98 | Cost: 2.206221 | Acc: 49.44% (Best: 49.44% @ Ep97) | LR: 0.000010 | Rev: 0/99999
Epoch   99 | Cost: 2.202314 | Acc: 49.44% (Best: 49.44% @ Ep97) | LR: 0.000010 | Rev: 0/99999
Epoch  100 | Cost: 2.202489 | Acc: 49.44% (Best: 49.44% @ Ep97) | LR: 0.000010 | Rev: 1/99999

======================================================
[FINISH] Best Acc: 49.44% (Epoch 97)
======================================================
